authors,original_publication_year,original_title,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url
Dean Koontz,1988,Lightning,Lightning,4.06,44424,421,1718,10272,17042,17760,https://images.gr-assets.com/books/1410030512m/32424.jpg
"James Patterson, Keith David, Anthony Heald",1997,Cat & Mouse,"Cat and Mouse (Alex Cross, #4)",3.96,45217,309,1696,12523,20795,14960,https://images.gr-assets.com/books/1375828879m/21436.jpg
Judy Blume,1980,Superfudge,"Superfudge (Fudge, #3)",3.98,50917,645,2297,13304,18252,18620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Shari Lapena,2016,The Couple Next Door,The Couple Next Door,3.74,63237,1833,6160,23022,30820,19707,https://images.gr-assets.com/books/1471502242m/28815474.jpg
Cynthia Hand,2012,Hallowed,"Hallowed (Unearthly, #2)",4.15,58860,1021,2388,10205,20685,27008,https://images.gr-assets.com/books/1332883896m/11563110.jpg
Ann Leckie,2013,Ancillary Justice,Ancillary Justice (Imperial Radch #1),3.97,38747,1165,2589,8761,19345,15946,https://images.gr-assets.com/books/1397215917m/17333324.jpg
Terry Goodkind,2001,The Pillars of Creation,"The Pillars of Creation (Sword of Truth, #7)",3.67,43424,2183,5064,11996,12852,13737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"James C. Collins, Jerry I. Porras",1994,Built to Last: Successful Habits of Visionary Companies,Built to Last: Successful Habits of Visionary Companies,3.98,39618,1104,1906,8092,15414,14288,https://images.gr-assets.com/books/1412047084m/4122.jpg
Allen Eskens,2014,The Life We Bury,The Life We Bury,3.93,35689,503,1971,10660,21902,12932,https://images.gr-assets.com/books/1437077793m/20758175.jpg
Eric Wilson,2008,Fireproof,Fireproof,4.47,37258,339,692,3702,9222,23633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jack Higgins,1975,The Eagle Has Landed,"The Eagle Has Landed (Liam Devlin, #1)",4.15,41677,205,903,7953,17250,16708,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Laurell K. Hamilton,1996,The Lunatic Cafe,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",4.12,58023,433,2082,12571,22754,25728,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
David Wong,2007,John Dies at the End,"John Dies at the End (John Dies at the End, #1)",3.92,35387,1532,3228,8812,15451,16061,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Carl Sagan, Ann Druyan",1995,The Demon-Haunted World: Science as a Candle in the Dark,The Demon-Haunted World: Science as a Candle in the Dark,4.27,40583,886,1432,5319,12986,22401,https://images.gr-assets.com/books/1405201597m/17349.jpg
Lucy Christopher,2009,Stolen: A Letter to My Captor,Stolen: A Letter to My Captor,3.93,52435,1626,4221,11752,18533,21129,https://images.gr-assets.com/books/1311064295m/6408862.jpg
Stanisław Lem,1961,Solaris,Solaris,3.97,41249,953,2939,10149,17610,17590,https://images.gr-assets.com/books/1498631519m/95558.jpg
Elizabeth Wurtzel,1994,Prozac Nation,Prozac Nation,3.57,44408,1978,5481,14145,14063,11104,https://images.gr-assets.com/books/1282607176m/227603.jpg
Lloyd Alexander,1965,The Black Cauldron,The Black Cauldron (The Chronicles of Prydain #2),4.13,49138,538,1298,9501,19253,20605,https://images.gr-assets.com/books/1405377996m/24784.jpg
Daniel J. Levitin,2006,This Is Your Brain on Music: The Science of a Human Obsession,This Is Your Brain on Music: The Science of a Human Obsession,3.86,37465,1771,2677,8997,11758,14233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Mitch Albom,2013,The First Phone Call from Heaven,The First Phone Call from Heaven,3.73,38957,1318,3523,12207,14618,11652,https://images.gr-assets.com/books/1380034020m/17888952.jpg
Augusten Burroughs,2006,Possible Side Effects,Possible Side Effects,3.97,38243,411,1619,9269,15626,12728,https://images.gr-assets.com/books/1412064839m/61115.jpg
Anna Quindlen,2014,Still Life with Bread Crumbs,Still Life with Bread Crumbs,3.63,35682,1778,3116,12154,16017,8256,https://images.gr-assets.com/books/1403168088m/17884042.jpg
Agatha Christie,1936,The ABC Murders,"The A.B.C. Murders (Hercule Poirot, #13)",3.97,49513,250,1906,14323,23443,17448,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Anonymous,1909,Holy Bible: New International Version,Holy Bible: New International Version,4.61,40430,1637,1131,2091,3664,37471,https://images.gr-assets.com/books/1382581321m/280111.jpg
J.R. Ward,2012,Lover Reborn,"Lover Reborn (Black Dagger Brotherhood, #10)",4.35,57866,457,1589,7834,19247,35062,https://images.gr-assets.com/books/1319144072m/10993282.jpg
Julia Quinn,2000,The Duke and I,"The Duke and I (Bridgertons, #1)",4.11,57839,985,2190,10984,22723,25041,https://images.gr-assets.com/books/1379594717m/110391.jpg
"Margaret Weis, Tracy Hickman",1985,Dragons of Spring Dawning,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",4.12,39928,412,1621,8275,15702,18106,https://images.gr-assets.com/books/1312062224m/68378.jpg
Lorraine Hansberry,1959,A Raisin in the Sun,A Raisin in the Sun,3.72,44237,1278,4480,14213,18335,12603,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Richard K. Morgan,2002,Altered Carbon,"Altered Carbon (Takeshi Kovacs, #1)",4.1,41505,563,2007,7929,17793,18480,https://images.gr-assets.com/books/1387128955m/40445.jpg
Tom Clancy,1991,The Sum of All Fears,"The Sum of All Fears (Jack Ryan Universe, #7)",3.99,43888,301,1643,10970,19113,14783,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
A.J. Banner,2015,,The Good Neighbor,3.33,37604,1973,6264,13559,11439,5751,https://images.gr-assets.com/books/1465938498m/25837341.jpg
"Brian K. Vaughan, Fiona Staples",2013,"Saga, Volume Two","Saga, Vol. 2 (Saga, #2)",4.57,56122,142,374,3059,17397,37155,https://images.gr-assets.com/books/1486028954m/17131869.jpg
Lee Child,2004,The Enemy,"The Enemy (Jack Reacher, #8)",4.15,42205,258,1041,8563,22069,19105,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Michael   Lewis,2014,Flash Boys: A Wall Street Revolt,Flash Boys: A Wall Street Revolt,4.12,18379,509,1293,7088,18473,16250,https://images.gr-assets.com/books/1404963230m/20604826.jpg
"Jean-Dominique Bauby, Jeremy Leggatt",1997,Le Scaphandre et le Papillon,The Diving Bell and the Butterfly,4.01,41037,572,2098,9483,17444,15911,https://images.gr-assets.com/books/1336930564m/193755.jpg
"Bill O'Reilly, Martin Dugard",2012,Killing Kennedy: The End of Camelot,Killing Kennedy: The End of Camelot,4.05,35799,888,1435,7031,16420,14442,https://images.gr-assets.com/books/1337689366m/13538641.jpg
John Grisham,2015,,Rogue Lawyer,3.7,29156,1217,3622,13569,17736,10430,https://images.gr-assets.com/books/1434559021m/25387351.jpg
Bill Bryson,2006,The Life and Times of The Thunderbolt Kid: A Memoir,The Life and Times of the Thunderbolt Kid,3.93,42680,709,2386,10824,18212,14527,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Chevy Stevens,2010,Still Missing,Still Missing,3.96,44223,912,2478,10467,20403,16377,https://images.gr-assets.com/books/1260468195m/7159515.jpg
Frank McCourt,1999,Tis: A Memoir,"Tis (Frank McCourt, #2)",3.66,40726,652,3689,15825,17256,9326,https://images.gr-assets.com/books/1375947803m/4912.jpg
Charles C. Mann,2005,1491: New Revelations of the Americas Before Columbus,1491: New Revelations of the Americas Before Columbus,4.01,41815,1186,2008,8065,16264,16126,https://images.gr-assets.com/books/1327865228m/39020.jpg
Marissa Meyer,2015,Fairest,"Fairest (The Lunar Chronicles, #3.5)",4.02,59545,502,2399,13714,27395,21485,https://images.gr-assets.com/books/1460846345m/22489107.jpg
Kay Redfield Jamison,1995,An Unquiet Mind: A Memoir of Moods and Madness,An Unquiet Mind: A Memoir of Moods and Madness,4.03,41102,716,1971,8800,16428,16285,https://images.gr-assets.com/books/1350028748m/361459.jpg
Sarah  Young,2004,,Jesus Calling: Enjoying Peace in His Presence,4.54,35219,683,781,2888,7127,27269,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Edward Albee,1962,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,4.09,45045,761,2266,8889,16237,19910,https://images.gr-assets.com/books/1327962277m/14940.jpg
Andrzej Sapkowski,1993,Ostatnie życzenie,"The Last Wish (The Witcher, #1)",4.2,36262,449,1530,8014,20729,23323,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Umberto Eco, William Weaver",1988,Il pendolo di Foucault,Foucault's Pendulum,3.89,40829,1633,3603,10343,16318,17001,https://images.gr-assets.com/books/1396645125m/17841.jpg
Don Freeman,1978,A Pocket for Corduroy,A Pocket for Corduroy,4.29,47277,394,1357,7830,12355,25586,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"James Patterson, Maxine Paetro",2006,The 5th Horseman,"The 5th Horseman (Women's Murder Club, #5)",4.03,45097,264,1519,11287,20628,16855,https://images.gr-assets.com/books/1396631487m/21445.jpg
Jacqueline Carey,2001,Kushiel's Dart,"Kushiel's Dart (Phèdre's Trilogy, #1)",4.04,52071,2434,3584,8925,16441,25894,https://images.gr-assets.com/books/1328168291m/153008.jpg
Eric Metaxas,2009,"Bonhoeffer: Pastor, Martyr, Prophet, Spy","Bonhoeffer: Pastor, Martyr, Prophet, Spy",4.23,35611,1234,1342,4577,11574,19886,https://images.gr-assets.com/books/1298218180m/7501962.jpg
Janet Evanovich,2011,Explosive Eighteen,"Explosive Eighteen (Stephanie Plum, #18)",3.92,52993,503,3147,15891,21582,18771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Michael  Grant,2010,Lies,"Lies (Gone, #3)",4.09,48506,825,2264,9924,17479,21489,https://images.gr-assets.com/books/1257814886m/6686092.jpg
A.W. Tozer,1948,Pursuit of God,The Pursuit of God,4.38,35078,680,939,4417,10773,23739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Julie Kagawa,2011,The Iron Knight,"The Iron Knight (The Iron Fey, #4)",4.23,64066,857,2489,10177,19543,33243,https://images.gr-assets.com/books/1375920888m/9659607.jpg
Jacqueline Winspear,2003,Maisie Dobbs,"Maisie Dobbs (Maisie Dobbs, #1)",3.91,49820,1040,2705,12324,21811,16238,https://images.gr-assets.com/books/1312066155m/462033.jpg
Raymond E. Feist,1982,Magician,"Magician (The Riftwar Saga, #1-2)",4.32,43964,423,1391,5933,14567,25505,https://images.gr-assets.com/books/1472201148m/43916.jpg
Ann Brashares,2007,Forever in Blue: The Fourth Summer of the Sisterhood,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",3.8,56113,937,4036,17477,21599,16366,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Terry Pratchett,1996,Feet of Clay,"Feet of Clay (Discworld, #19; City Watch, #3)",4.26,46370,59,644,7988,21680,23286,https://images.gr-assets.com/books/1320490628m/34527.jpg
"Stieg Larsson, Reg Keeland",2005,"Män som hatar kvinnor, Flickan som lekte med elden, Luftslottet som sprängdes","The Millennium Trilogy (Millennium Trilogy, #1-3)",4.46,29944,293,546,2971,12123,22983,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Dot Hutchison,2016,The Butterfly Garden,The Butterfly Garden (The Collector #1),4.07,53568,1260,2670,9453,20290,22369,https://images.gr-assets.com/books/1461392121m/29981261.jpg
Tom Robbins,1990,Skinny Legs and All,Skinny Legs and All,4.03,32991,490,1508,7482,13828,13201,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jeaniene Frost,2009,Destined for an Early Grave,"Destined for an Early Grave (Night Huntress, #4)",4.34,63734,568,1415,8251,21669,35779,https://images.gr-assets.com/books/1315175949m/5604848.jpg
R.K. Lilley,2012,In Flight,"In Flight (Up in the Air, #1)",4.1,64984,1655,3308,10492,21693,28506,https://images.gr-assets.com/books/1397321579m/16134782.jpg
James Patterson,2006,Cross,"Cross (Alex Cross, #12)",3.99,42476,423,1812,10713,18062,15059,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Meg Cabot,2002,All-American Girl,"All-American Girl (All-American Girl, #1)",3.73,55938,1010,4854,17921,19909,14959,https://images.gr-assets.com/books/1291882422m/19448.jpg
Bill Bryson,1991,Neither Here Nor There: Travels in Europe,Neither Here nor There: Travels in Europe,3.88,42170,874,2545,11191,17477,13303,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
David Levithan,2003,Boy Meets Boy,Boy Meets Boy,3.85,48960,1916,3569,12041,15760,17453,https://images.gr-assets.com/books/1356335082m/23228.jpg
Wally Lamb,2013,We Are Water,We Are Water,3.79,35457,1057,2917,10538,17625,10489,https://images.gr-assets.com/books/1361329815m/17349023.jpg
James Patterson,2009,Max,"Max (Maximum Ride, #5)",4.07,57039,1222,3669,11482,17874,26487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Alexandra Adornetto,2010,Halo,"Halo (Halo, #1)",3.67,56216,4554,6224,13124,15096,19842,https://images.gr-assets.com/books/1278885735m/7778981.jpg
Kiran Desai,2006,The Inheritance of Loss,The Inheritance of Loss,3.41,37967,1784,5351,13957,13427,6026,https://images.gr-assets.com/books/1327909065m/95186.jpg
Raymond E. Feist,1986,A Darkness at Sethanon,"A Darkness At Sethanon (The Riftwar Saga, #4)",4.17,45104,241,1114,8352,18881,19694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Johann Wolfgang von Goethe, Burton Pike",1774,Die Leiden des jungen Werthers,The Sorrows of Young Werther,3.63,37293,2485,5787,14517,17330,13545,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Jeaniene Frost,2008,At Grave's End,"At Grave's End (Night Huntress, #3)",4.31,65397,548,1575,9148,22859,35692,https://images.gr-assets.com/books/1448167943m/3570231.jpg
Alexandra Fuller,2001,Don't Let's Go to the Dogs Tonight: An African Childhood,Don't Let's Go to the Dogs Tonight,3.96,39298,636,2054,9046,16862,13268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robin McKinley,1978,Beauty: A Retelling of the Story of Beauty and the Beast,Beauty: A Retelling of the Story of Beauty and the Beast,4.05,54512,790,2684,12956,21024,23782,https://images.gr-assets.com/books/1294192311m/41424.jpg
Jonathan Safran Foer,2009,Eating Animals,Eating Animals,4.18,43238,481,1554,7200,18429,20316,https://images.gr-assets.com/books/1327877480m/6604712.jpg
"Angie Sage, Mark Zug",2006,Flyte,"Flyte (Septimus Heap, #2)",3.99,54400,751,2754,13034,19940,20125,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"سعود السنعوسي, Saud Alsanousi",2012,ساق البامبو [Saq al-Bambu],ساق البامبو,4.25,38969,551,1210,5222,13626,19167,https://images.gr-assets.com/books/1336743682m/13637412.jpg
Rae Carson,2011,The Girl of Fire and Thorns,"The Girl of Fire and Thorns (Fire and Thorns, #1)",3.81,57551,2367,4601,14195,22269,18502,https://images.gr-assets.com/books/1323448113m/10429092.jpg
Ann Aguirre,2011,Enclave,"Enclave (Razorland, #1)",3.92,55155,1642,3379,12548,20995,19538,https://images.gr-assets.com/books/1327877657m/7137327.jpg
"Dava Sobel, Neil Armstrong",1995,Longitude,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,3.95,38151,770,1872,9381,16959,13233,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Patricia Cornwell,1997,Unnatural Exposure,"Unnatural Exposure (Kay Scarpetta, #8)",4.05,43531,263,1343,10370,17973,16283,https://images.gr-assets.com/books/1383293921m/232145.jpg
"Johann Wolfgang von Goethe, Peter Salm",1808,Faust. Eine Tragödie,Faust: First Part,3.93,43276,881,3226,11099,16802,16927,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
James W. Loewen,1995,Lies My Teacher Told Me : Everything Your American History Textbook Got Wrong,Lies My Teacher Told Me,3.96,37903,835,2139,8915,15812,13841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Robin Hobb,2003,Fool's Fate,"Fool's Fate (Tawny Man, #3)",4.38,43985,229,760,5239,16366,25797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Joe Hill, Gabriel Rodríguez",2008,Welcome to Lovecraft,"Locke & Key, Vol. 1: Welcome to Lovecraft",4.18,46590,1524,1762,6528,16384,23850,https://images.gr-assets.com/books/1377304780m/3217221.jpg
Patrick Ness,2009,The Ask and the Answer,"The Ask and the Answer (Chaos Walking, #2)",4.2,45578,707,1733,7884,18639,24266,https://images.gr-assets.com/books/1408312960m/6043849.jpg
Alexandra Ripley,1991,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Scarlett,3.44,38992,3596,7106,13480,11819,11721,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Laurell K. Hamilton,1996,Bloody Bones,"Bloody Bones (Anita Blake, Vampire Hunter #5)",4.1,56782,467,2244,12656,21538,24822,https://images.gr-assets.com/books/1304126691m/30241.jpg
F. Scott Fitzgerald,1920,This Side of Paradise,This Side of Paradise,3.68,40074,1137,4298,14047,17247,10904,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Blaine Harden,2012,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,3.99,37392,582,1468,9050,18139,13473,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Kim Harrison,2005,Every Which Way But Dead,"Every Which Way But Dead (The Hollows, #3)",4.29,56023,350,1124,8181,20850,28658,https://images.gr-assets.com/books/1347819379m/30263.jpg
Curtis Sittenfeld,2016,Eligible,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",3.63,37189,1687,4181,13563,19683,8998,https://images.gr-assets.com/books/1460477855m/25852870.jpg
Sarah Thornton,2008,Seven Days in the Art World,Seven Days in the Art World,3.54,26047,4113,3823,8953,9901,11508,https://images.gr-assets.com/books/1358748500m/6988014.jpg
"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007,The Children of Húrin,The Children of Húrin,3.94,39551,653,2726,11037,17884,15573,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
Dave Ramsey,2003,The Total Money Makeover: A Proven Plan for Financial Fitness,The Total Money Makeover: A Proven Plan for Financial Fitness,4.29,37689,484,1197,5755,13875,21956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
"Richard Atwater, Florence Atwater, Robert Lawson",1938,Mr. Popper's Penguins,Mr. Popper's Penguins,3.95,48964,807,2750,12745,17157,18328,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
